order_id,customer_name,pickup_zone,delivery_zone,rider_id,order_date,pickup_time,delivery_time,order_value,delivery_fee,status,payment_method,rider_rating
FD-00173,Damilola Adeyinka,Surulere,Victoria Island,RDR-007,2026-07-19,10:03,11:01,"₦14,969.21",654.33,failed,cash,4.9
FD-00333,Blessing Nwofor,Ojodu,Ikeja,RDR-016,2026-07-20,19:19,20:42,12332.54,373.22,delivered,card,3.6
FD-00423,Chidi Okeke,Ojodu,Ikeja,RDR-029,2026-07-23,13:19,,13464.73,327.81,Failed,card,4.4
FD-00300,Zainab Abdullahi,Lekki,Surulere,RDR-019,2026-07-27,15:23,16:41,11991.44,988.03,failed,cash,
FD-00227,Emeka Chukwu,Lekki,Surulere,RDR-017,2026-07-10,14:53,15:13,11970.18,957.53,PENDING,cash,3.2
FD-00334,Samuel Ogunyemi,Lekki,Ojodu,RDR-014,2026-07-19,20:02,,1135.83,661.29,Delivered ,card,2.8
FD-00211,Chidi Okeke,Victoria Island,Surulere,RDR-011,2026-07-11,13:35,,6794.86,720.07,FAILED,card,2.9
FD-00192,Ngozi Eze,Yaba,Lekki,RDR-023,2026-07-14,,,9191.65,786.6,DELIVERED,transfer,
FD-00049,Obinna Okonkwo,Ojodu,Surulere,RDR-021,2026-07-11,10:20,10:58,1485.2,868.1,Delivered ,cash,3.5
FD-00209,Ngozi Eze,Lekki,Ojodu,RDR-014,2026-07-24,,,5690.91,323.42,Delivered ,cash,2.6
FD-00273,Yetunde Akinwande,Lekki,Yaba,RDR-004,2026-07-12,13:19,14:10,"₦5,361.08",383.35,DELIVERED,cash,3.7
FD-00317,Amaka Osei,Lekki,Yaba,RDR-003,2026-07-22,17:41,,6511.44,1160.12,failed ,transfer,4.9
FD-00011,Patience Eze,Ojodu,Lekki,RDR-022,2026-07-14,19:14,20:26,5706.62,312.33,delivered,transfer,5.0
FD-00304,Ola Adewale,Yaba,Victoria Island,RDR-019,2026-07-16,17:28,18:23,"₦2,064.15",266.68,DELIVERED,cash,2.7
FD-00241,Obinna Okonkwo,Ojodu,Ikeja,RDR-021,2026-07-10,,,"₦10,866.16",1140.04,Delivered,,3.1
FD-00107,Taiwo Hassan,Ojodu,Lekki,RDR-004,2026-07-19,,,4525.71,221.65,Failed,transfer,3.6
FD-00276,Adaeze Obi,Yaba,Ikeja,RDR-004,2026-07-01,,,9392.31,721.97,Delivered ,transfer,4.1
FD-00425,Ifeanyi Nwachukwu,Victoria Island,Yaba,RDR-009,2026-07-26,,,"₦10,006.74",588.41,Delivered ,card,3.4
FD-00293,Obinna Okonkwo,Surulere,Ojodu,RDR-022,2026-07-19,16:53,17:39,4682.04,439.68,Delivered,,3.2
FD-00058,Obinna Okonkwo,Surulere,Victoria Island,RDR-020,2026-07-27,,,5183.76,738.52,Delivered ,,
FD-00142,Kelechi Uchenna,Victoria Island,Surulere,RDR-026,2026-07-22,20:43,,7543.07,865.14,delivered,cash,3.4
FD-00416,Samuel Ogunyemi,Victoria Island,Surulere,RDR-008,2026-07-09,11:59,13:26,5289.24,438.92,Delivered ,cash,4.5
FD-00437,Funmilayo Adeyemi,Surulere,Ojodu,RDR-003,2026-07-23,08:59,09:38,"₦13,499.52",314.54,failed,transfer,3.7
FD-00212,Tope Afolabi,Ikeja,Yaba,RDR-029,2026-07-16,12:56,14:25,7761.21,1194.73,PENDING,cash,3.1
FD-00175,Funmilayo Adeyemi,Ikeja,Ojodu,RDR-002,2026-07-09,11:16,12:18,8293.05,762.25,failed,card,
FD-00193,Ifeanyi Nwachukwu,Surulere,Ojodu,RDR-026,2026-07-15,19:11,,8420.07,925.99,Delivered,card,4.7
FD-00091,Tope Afolabi,Surulere,Lekki,RDR-013,2026-07-15,12:22,13:44,11990.54,420.0,Delivered,transfer,3.9
FD-00283,Fatima Bello,Ikeja,Surulere,RDR-011,2026-07-20,18:43,,5744.3,748.46,delivered,transfer,4.1
FD-00096,Ifeanyi Nwachukwu,Surulere,Ikeja,RDR-011,2026-07-20,,,12819.88,1031.61,Delivered ,cash,3.7
FD-00073,Emeka Chukwu,Ojodu,Victoria Island,RDR-023,2026-07-10,11:51,12:40,12012.16,582.79,FAILED,transfer,
FD-00221,Emeka Chukwu,Lekki,Yaba,RDR-029,2026-07-17,10:59,,14409.56,1152.43,FAILED,cash,4.0
FD-00186,Biodun Okafor,Surulere,Lekki,RDR-024,2026-07-17,17:25,18:08,13702.67,227.55,DELIVERED,transfer,4.8
FD-00056,Daniel Okafor,Victoria Island,Yaba,RDR-030,2026-07-26,13:21,14:04,7485.79,987.23,Delivered ,,
FD-00325,Adaeze Obi,Victoria Island,Surulere,RDR-001,2026-07-27,,,2468.67,923.57,delivered,card,
FD-00307,Tope Afolabi,Ikeja,Ojodu,RDR-023,2026-07-24,15:05,15:39,14174.78,312.1,Delivered,cash,4.4
FD-00187,Kelechi Uchenna,Victoria Island,Ojodu,RDR-019,2026-07-20,15:19,15:54,11728.67,705.65,FAILED,cash,2.9
FD-00156,Grace Abiodun,Victoria Island,Lekki,RDR-025,2026-07-02,14:58,16:20,7333.35,705.26,Delivered,cash,4.4
FD-00004,Adaeze Obi,Ojodu,Victoria Island,RDR-002,2026-07-04,,,7526.92,281.16,delivered,transfer,
FD-00450,Amaka Osei,Ikeja,Victoria Island,RDR-023,2026-07-05,,,7588.1,913.41,Delivered ,cash,4.5
FD-00005,Segun Balogun,Victoria Island,Ojodu,RDR-013,2026-07-07,08:40,09:27,8545.69,326.35,Pending,cash,4.3
FD-00195,Fatima Bello,Surulere,Lekki,RDR-001,2026-07-11,11:46,,9918.04,797.49,delivered,card,3.7
FD-00163,Chidi Okeke,Lekki,Ikeja,RDR-017,2026-07-22,10:28,,924.07,1160.15,DELIVERED,card,
FD-00357,Amaka Osei,Lekki,Ikeja,RDR-029,2026-07-01,,,14790.79,956.73,DELIVERED,cash,3.4
FD-00025,Fatima Bello,Yaba,Ojodu,RDR-003,2026-07-08,,,4020.21,595.43,Delivered,transfer,3.0
FD-00269,Chidi Okeke,Victoria Island,Lekki,RDR-014,2026-07-17,17:41,18:16,5983.41,330.18,Delivered ,cash,4.5
FD-00139,Ngozi Eze,Ojodu,Surulere,RDR-018,2026-07-26,20:03,20:49,"₦12,218.28",532.48,DELIVERED,cash,
FD-00099,Fatima Bello,Ikeja,Yaba,RDR-001,2026-07-09,,,1860.65,232.09,DELIVERED,cash,4.2
FD-00061,Yetunde Akinwande,Lekki,Yaba,RDR-030,2026-07-04,09:51,,,689.62,Delivered,card,3.6
FD-00161,Chukwuemeka Nwosu,Surulere,Ojodu,RDR-006,2026-07-15,11:35,12:37,7831.93,709.85,delivered,cash,2.5
FD-00137,Fatima Bello,Victoria Island,Ikeja,RDR-014,2026-07-02,09:18,10:28,11999.11,853.76,pending,transfer,4.0
FD-00382,Adaeze Obi,Lekki,Ojodu,RDR-011,2026-07-22,19:52,20:18,3526.77,1088.05,pending,cash,3.8
FD-00249,Grace Abiodun,Lekki,Ojodu,RDR-025,2026-07-07,,,4215.87,1007.62,Failed,,3.8
FD-00183,Aisha Mustapha,Ojodu,Lekki,RDR-009,2026-07-03,11:27,11:51,5859.1,623.99,Delivered ,,4.6
FD-00133,Daniel Okafor,Ikeja,Yaba,RDR-028,2026-07-07,17:28,,2295.64,1036.67,DELIVERED,card,3.3
FD-00052,Ngozi Eze,Surulere,Ojodu,RDR-012,2026-07-23,15:28,,10550.14,795.79,Delivered ,card,
FD-00158,Mariam Suleiman,Victoria Island,Yaba,RDR-028,2026-07-25,17:15,18:17,2101.95,273.85,failed ,cash,3.4
FD-00234,Amaka Osei,Lekki,Ojodu,RDR-026,2026-07-12,16:13,17:16,3561.02,1039.61,failed ,card,
FD-00045,Blessing Nwofor,Ikeja,Ojodu,RDR-008,2026-07-05,14:11,14:47,13818.04,488.51,delivered,transfer,
FD-00363,Mariam Suleiman,Ojodu,Ikeja,RDR-026,2026-07-15,,,8628.2,229.67,Delivered,card,4.3
FD-00172,Patience Eze,Lekki,Yaba,RDR-001,2026-07-13,08:28,,2715.06,770.49,FAILED,cash,
FD-00412,Blessing Nwofor,Ojodu,Ikeja,RDR-027,2026-07-01,,,6999.94,498.0,delivered,transfer,3.1
FD-00197,Adaeze Obi,Ojodu,Ikeja,RDR-007,2026-07-14,13:59,15:03,5941.45,752.37,DELIVERED,card,2.5
FD-00236,Patience Eze,Lekki,Yaba,RDR-017,2026-07-26,17:34,18:07,1044.23,602.04,Failed,cash,3.4
FD-00314,Aisha Mustapha,Ojodu,Yaba,RDR-026,2026-07-11,09:27,10:57,13980.41,385.42,Delivered,card,3.0
FD-00305,Ola Adewale,Surulere,Lekki,RDR-009,2026-07-20,16:22,17:17,6104.84,208.39,failed ,transfer,3.7
FD-00076,Ngozi Eze,Ojodu,Victoria Island,RDR-005,2026-07-14,12:56,14:03,5779.21,246.07,delivered,card,4.2
FD-00075,Patience Eze,Surulere,Victoria Island,RDR-008,2026-07-27,09:04,,,760.09,failed ,transfer,2.9
FD-00223,Zainab Abdullahi,Ikeja,Surulere,RDR-007,2026-07-05,,,5521.67,203.83,DELIVERED,cash,4.3
FD-00258,Chidinma Obiora,Surulere,Ojodu,RDR-003,2026-07-14,13:06,,5415.88,715.5,delivered,cash,3.2
FD-00381,Patience Eze,Ikeja,Ojodu,RDR-023,2026-07-12,11:28,,8497.82,813.08,delivered,transfer,
FD-00233,Zainab Abdullahi,Victoria Island,Surulere,RDR-022,2026-07-25,17:46,18:22,8886.75,765.26,Delivered ,card,4.4
FD-00415,Biodun Okafor,Ikeja,Surulere,RDR-003,2026-07-27,,,5767.04,744.99,delivered,cash,3.5
FD-00446,Fatima Bello,Victoria Island,Ikeja,RDR-009,2026-07-15,12:07,,5943.18,607.23,Delivered ,cash,3.0
FD-00024,Chidinma Obiora,Yaba,Victoria Island,RDR-008,2026-07-24,11:45,12:17,3663.8,334.61,Failed,transfer,4.1
FD-00424,Ngozi Eze,Victoria Island,Lekki,RDR-026,2026-07-24,10:01,11:15,"₦6,923.36",1077.18,delivered,transfer,3.4
FD-00110,Segun Balogun,Ojodu,Lekki,RDR-020,2026-07-25,08:21,,"₦4,242.65",468.51,Delivered ,transfer,4.7
FD-00263,Aisha Mustapha,Ikeja,Lekki,RDR-003,2026-07-28,10:31,11:45,4928.33,1046.59,Pending,transfer,4.2
FD-00205,Zainab Abdullahi,Victoria Island,Surulere,RDR-027,2026-07-17,19:28,20:01,8183.88,1095.18,PENDING,cash,2.9
FD-00285,Aisha Mustapha,Ojodu,Yaba,RDR-022,2026-07-19,13:13,,13288.05,1110.74,DELIVERED,cash,3.9
FD-00106,Samuel Ogunyemi,Ojodu,Victoria Island,RDR-014,2026-07-04,19:59,20:43,4261.31,701.61,Failed,cash,4.2
FD-00124,Zainab Abdullahi,Ikeja,Lekki,RDR-018,2026-07-15,17:03,18:15,14225.1,993.73,Delivered ,transfer,2.8
FD-00113,Aisha Mustapha,Lekki,Ojodu,RDR-029,2026-07-13,11:26,,6980.14,1184.3,FAILED,cash,2.9
FD-00252,Samuel Ogunyemi,Ikeja,Lekki,RDR-008,2026-07-08,12:02,,"₦3,967.51",566.12,FAILED,transfer,2.8
FD-00184,Daniel Okafor,Ikeja,Ojodu,RDR-014,2026-07-12,16:24,17:01,14628.66,341.66,Failed,transfer,3.7
FD-00442,Adaeze Obi,Yaba,Ojodu,RDR-018,2026-07-25,15:51,16:17,11792.55,246.27,Delivered ,cash,2.7
FD-00022,Chidi Okeke,Lekki,Victoria Island,RDR-027,2026-07-19,,,861.33,1037.65,Delivered,cash,3.1
FD-00077,Funmilayo Adeyemi,Surulere,Ojodu,RDR-028,2026-07-21,08:12,,8365.71,340.47,Delivered ,transfer,4.2
FD-00411,Zainab Abdullahi,Ikeja,Ojodu,RDR-027,2026-07-05,14:50,15:40,6508.69,753.69,Delivered ,card,3.9
FD-00059,Tope Afolabi,Ikeja,Surulere,RDR-013,2026-07-28,11:54,,2684.51,762.21,delivered,card,3.2
FD-00168,Chidi Okeke,Surulere,Ikeja,RDR-003,2026-07-20,,,12159.81,341.62,FAILED,cash,3.1
FD-00196,Funmilayo Adeyemi,Victoria Island,Ikeja,RDR-012,2026-07-15,08:39,09:12,6546.94,389.28,Pending,cash,
FD-00295,Biodun Okafor,Yaba,Ikeja,RDR-002,2026-07-01,17:05,,4451.57,233.94,FAILED,,3.6
FD-00459,Emeka Chukwu,Surulere,Yaba,RDR-020,2026-07-23,20:54,21:32,12001.54,1094.6,failed ,card,2.7
FD-00094,Aisha Mustapha,Victoria Island,Surulere,RDR-023,2026-07-11,14:07,,3248.17,754.3,failed,transfer,3.8
FD-00403,Yetunde Akinwande,Victoria Island,Lekki,RDR-001,2026-07-26,12:11,12:41,6533.43,1056.61,Delivered ,card,4.8
FD-00137,Fatima Bello,Victoria Island,Ikeja,RDR-014,2026-07-02,09:18,10:28,11999.11,853.76,pending,transfer,4.0
FD-00379,Obinna Okonkwo,Victoria Island,Lekki,RDR-028,2026-07-07,17:52,18:51,7023.94,1131.77,delivered,cash,
FD-00160,Mariam Suleiman,Ojodu,Ikeja,RDR-007,2026-07-17,17:38,19:04,14876.7,996.01,Delivered ,,4.4
FD-00248,Chidinma Obiora,Yaba,Surulere,RDR-009,2026-07-18,20:21,20:58,6294.21,272.37,FAILED,transfer,3.0
FD-00291,Chidinma Obiora,Victoria Island,Ikeja,RDR-005,2026-07-18,11:39,13:06,9482.62,1188.47,DELIVERED,card,
FD-00100,Blessing Nwofor,Lekki,Ojodu,RDR-004,2026-07-17,08:03,09:05,2761.73,890.12,Delivered ,transfer,2.7
FD-00065,Segun Balogun,Ojodu,Victoria Island,RDR-020,2026-07-15,,,13011.51,411.37,Delivered ,cash,2.9
FD-00226,Adaeze Obi,Lekki,Victoria Island,RDR-018,2026-07-11,16:40,,3138.47,1064.62,PENDING,card,3.0
FD-00265,Emeka Chukwu,Ojodu,Yaba,RDR-011,2026-07-16,20:16,,5785.1,712.9,Delivered ,card,3.5
FD-00298,Taiwo Hassan,Ojodu,Yaba,RDR-016,2026-07-15,16:16,17:28,10051.05,861.85,DELIVERED,transfer,3.1
FD-00219,Babatunde Oluwole,Victoria Island,Surulere,RDR-010,2026-07-22,17:45,18:30,7279.05,299.48,Delivered ,cash,4.7
FD-00421,Damilola Adeyinka,Victoria Island,Ojodu,RDR-002,2026-07-26,,,3966.45,1000.93,FAILED,transfer,3.9
FD-00047,Kelechi Uchenna,Ojodu,Lekki,RDR-006,2026-07-17,09:24,10:36,4495.68,679.42,delivered,cash,4.2
FD-00405,Chukwuemeka Nwosu,Yaba,Ojodu,RDR-022,2026-07-04,,,3201.02,279.47,FAILED,cash,3.1
FD-00385,Chidi Okeke,Lekki,Ojodu,RDR-030,2026-07-19,17:14,,10318.91,905.04,Pending,cash,4.4
FD-00206,Funmilayo Adeyemi,Victoria Island,Ojodu,RDR-022,2026-07-10,12:24,,5551.24,843.06,pending,card,3.1
FD-00167,Ola Adewale,Ojodu,Surulere,RDR-027,2026-07-17,15:00,16:05,5521.18,1138.0,failed ,card,4.7
FD-00456,Aisha Mustapha,Victoria Island,Ikeja,RDR-021,2026-07-28,13:58,14:27,1087.3,1116.74,Delivered,transfer,3.4
FD-00126,Grace Abiodun,Lekki,Surulere,RDR-015,2026-07-19,10:39,,11926.57,516.89,Delivered ,cash,3.0
FD-00200,Ifeanyi Nwachukwu,Ikeja,Ojodu,RDR-001,2026-07-27,17:16,18:22,1803.8,1041.93,PENDING,card,4.9
FD-00017,Babatunde Oluwole,Victoria Island,Ojodu,RDR-006,2026-07-23,16:05,16:39,,286.51,failed ,transfer,4.0
FD-00380,Adaeze Obi,Lekki,Yaba,RDR-019,2026-07-02,15:35,16:43,2746.22,1128.04,Delivered,cash,3.5
FD-00397,Biodun Okafor,Yaba,Victoria Island,RDR-018,2026-07-28,08:07,09:18,13296.33,512.47,failed,transfer,3.1
FD-00393,Grace Abiodun,Victoria Island,Lekki,RDR-021,2026-07-17,,,10276.85,1176.76,Delivered ,card,4.1
FD-00228,Blessing Nwofor,Surulere,Lekki,RDR-024,2026-07-10,,,"₦2,585.62",568.8,Delivered,transfer,3.1
FD-00041,Kelechi Uchenna,Yaba,Ojodu,RDR-013,2026-07-12,14:16,14:49,14741.29,263.11,failed,card,4.0
FD-00153,Ola Adewale,Yaba,Ikeja,RDR-002,2026-07-23,19:14,20:25,8140.71,1067.12,Delivered,card,3.3
FD-00430,Ifeanyi Nwachukwu,Ojodu,Yaba,RDR-022,2026-07-03,,,8163.93,441.05,Failed,card,3.1
FD-00191,Mariam Suleiman,Lekki,Ikeja,RDR-029,2026-07-28,18:36,19:16,14857.0,680.75,pending,transfer,4.9
FD-00387,Babatunde Oluwole,Yaba,Ikeja,RDR-022,2026-07-12,18:17,18:56,,595.92,delivered,cash,
FD-00179,Ngozi Eze,Victoria Island,Yaba,RDR-002,2026-07-20,20:12,,13527.65,274.35,delivered,cash,2.9
FD-00316,Patience Eze,Yaba,Ikeja,RDR-013,2026-07-27,12:42,14:06,4639.68,898.84,delivered,cash,2.8
FD-00238,Chukwuemeka Nwosu,Yaba,Victoria Island,RDR-022,2026-07-21,10:01,10:27,4726.03,1043.23,DELIVERED,card,4.6
FD-00360,Zainab Abdullahi,Lekki,Ikeja,RDR-029,2026-07-16,11:13,12:26,,969.21,DELIVERED,transfer,2.8
FD-00190,Daniel Okafor,Victoria Island,Ikeja,RDR-022,2026-07-10,13:03,14:27,12337.92,444.85,PENDING,card,3.1
FD-00042,Mariam Suleiman,Ojodu,Lekki,RDR-030,2026-07-09,10:08,,10761.76,1057.19,DELIVERED,card,2.8
FD-00365,Biodun Okafor,Ikeja,Victoria Island,RDR-029,2026-07-19,,,"₦1,621.92",306.44,Delivered ,transfer,2.8
FD-00309,Ngozi Eze,Yaba,Lekki,RDR-011,2026-07-28,10:59,11:42,"₦8,748.81",452.94,delivered,,3.3
FD-00201,Damilola Adeyinka,Ojodu,Ikeja,RDR-006,2026-07-15,18:39,19:37,1610.42,1133.98,Delivered,card,3.6
FD-00323,Samuel Ogunyemi,Ikeja,Ojodu,RDR-003,2026-07-13,16:48,18:08,"₦7,228.39",1193.72,Pending,transfer,4.5
FD-00369,Mariam Suleiman,Ikeja,Lekki,RDR-008,2026-07-25,,,"₦8,531.78",666.52,Delivered ,cash,
FD-00014,Grace Abiodun,Ojodu,Surulere,RDR-014,2026-07-18,10:23,,7376.9,899.75,Delivered ,transfer,3.7
FD-00208,Biodun Okafor,Yaba,Victoria Island,RDR-010,2026-07-06,14:14,15:35,11248.99,732.86,Pending,card,3.5
FD-00355,Taiwo Hassan,Yaba,Lekki,RDR-013,2026-07-21,09:37,11:01,9128.79,1135.11,failed,cash,
FD-00426,Patience Eze,Lekki,Victoria Island,RDR-030,2026-07-08,13:32,14:53,9000.7,980.88,DELIVERED,cash,3.3
FD-00244,Ngozi Eze,Victoria Island,Surulere,RDR-003,2026-07-20,19:34,20:06,8116.11,433.7,delivered,,3.0
FD-00119,Amaka Osei,Lekki,Ojodu,RDR-008,2026-07-06,18:30,19:50,13863.14,840.94,DELIVERED,cash,3.6
FD-00189,Mariam Suleiman,Yaba,Victoria Island,RDR-018,2026-07-25,10:14,,11958.39,564.6,Delivered ,cash,3.1
FD-00395,Zainab Abdullahi,Ojodu,Victoria Island,RDR-026,2026-07-22,19:30,,3154.33,1029.18,delivered,,
FD-00271,Amaka Osei,Surulere,Yaba,RDR-009,2026-07-03,,,14082.25,1067.65,delivered,transfer,
FD-00225,Chidinma Obiora,Lekki,Surulere,RDR-003,2026-07-12,08:12,08:52,9691.21,315.04,DELIVERED,cash,
FD-00278,Funmilayo Adeyemi,Victoria Island,Yaba,RDR-006,2026-07-10,15:31,16:14,11542.58,524.8,delivered,transfer,2.9
FD-00162,Mariam Suleiman,Surulere,Ojodu,RDR-005,2026-07-11,09:04,,11683.75,835.53,DELIVERED,transfer,2.7
FD-00346,Ngozi Eze,Ikeja,Victoria Island,RDR-011,2026-07-28,,,5114.06,429.52,FAILED,cash,3.7
FD-00092,Grace Abiodun,Ojodu,Lekki,RDR-015,2026-07-17,12:22,,4886.68,495.77,Delivered,cash,3.5
FD-00245,Taiwo Hassan,Ojodu,Ikeja,RDR-020,2026-07-03,19:15,,6648.59,1040.82,pending,cash,4.5
FD-00151,Kelechi Uchenna,Ikeja,Victoria Island,RDR-030,2026-07-13,11:15,11:45,5402.72,318.81,FAILED,cash,3.9
FD-00373,Chidi Okeke,Victoria Island,Ojodu,RDR-005,2026-07-17,19:56,,13827.74,391.53,delivered,card,
FD-00371,Biodun Okafor,Ojodu,Lekki,RDR-023,2026-07-17,,,2632.96,1157.1,Failed,transfer,4.6
FD-00386,Zainab Abdullahi,Surulere,Yaba,RDR-010,2026-07-25,13:56,14:32,,689.01,DELIVERED,card,2.6
FD-00340,Babatunde Oluwole,Victoria Island,Lekki,RDR-013,2026-07-28,14:25,15:11,5758.5,349.79,Delivered ,transfer,
FD-00342,Chidinma Obiora,Ikeja,Victoria Island,RDR-013,2026-07-24,16:49,,3617.0,385.0,DELIVERED,cash,2.9
FD-00063,Amaka Osei,Ikeja,Victoria Island,RDR-006,2026-07-01,,,"₦2,551.33",218.99,Pending,card,2.9
FD-00002,Ifeanyi Nwachukwu,Victoria Island,Surulere,RDR-027,2026-07-13,11:09,12:28,12869.53,1146.86,delivered,card,
FD-00329,Blessing Nwofor,Yaba,Lekki,RDR-019,2026-07-18,16:44,17:06,14874.26,622.53,delivered,,4.0
FD-00272,Chukwuemeka Nwosu,Victoria Island,Ojodu,RDR-009,2026-07-18,19:23,20:40,4465.26,667.13,Failed,transfer,3.2
FD-00129,Taiwo Hassan,Ojodu,Victoria Island,RDR-010,2026-07-08,20:33,21:54,5326.32,448.73,delivered,transfer,2.9
FD-00229,Obinna Okonkwo,Ojodu,Yaba,RDR-001,2026-07-06,10:35,11:46,14163.3,904.18,Delivered,card,3.9
FD-00122,Segun Balogun,Ojodu,Lekki,RDR-019,2026-07-07,11:16,,4666.78,640.88,failed ,transfer,3.7
FD-00443,Mariam Suleiman,Ojodu,Yaba,RDR-008,2026-07-03,19:26,,4943.0,972.3,DELIVERED,,3.5
FD-00284,Chukwuemeka Nwosu,Lekki,Surulere,RDR-029,2026-07-22,16:47,,14359.19,791.0,delivered,cash,4.4
FD-00050,Segun Balogun,Surulere,Ojodu,RDR-011,2026-07-11,19:04,,9727.36,1188.48,Delivered,cash,3.0
FD-00455,Adaeze Obi,Victoria Island,Ikeja,RDR-026,2026-07-13,20:52,22:10,12367.79,711.77,pending,card,4.9
FD-00319,Taiwo Hassan,Lekki,Yaba,RDR-012,2026-07-07,,,10451.06,1050.8,DELIVERED,transfer,2.6
FD-00079,Taiwo Hassan,Lekki,Yaba,RDR-012,2026-07-20,20:43,21:23,1196.38,1167.8,DELIVERED,card,4.6
FD-00102,Patience Eze,Yaba,Ojodu,RDR-023,2026-07-04,17:20,17:41,2976.91,373.4,delivered,transfer,3.2
FD-00068,Adaeze Obi,Yaba,Surulere,RDR-025,2026-07-22,08:18,,5929.77,252.25,DELIVERED,cash,3.7
FD-00220,Daniel Okafor,Ojodu,Lekki,RDR-021,2026-07-23,,,12630.38,872.64,delivered,card,3.7
FD-00182,Emeka Chukwu,Lekki,Surulere,RDR-020,2026-07-19,17:30,18:19,11774.98,904.77,DELIVERED,cash,4.0
FD-00144,Blessing Nwofor,Yaba,Victoria Island,RDR-009,2026-07-22,20:36,,"₦4,787.38",835.15,Delivered ,cash,3.0
FD-00089,Blessing Nwofor,Ikeja,Surulere,RDR-001,2026-07-14,19:23,20:07,11849.05,1040.87,Delivered,cash,2.6
FD-00202,Samuel Ogunyemi,Victoria Island,Ikeja,RDR-001,2026-07-12,08:47,,2830.5,1036.35,Pending,card,3.8
FD-00108,Tope Afolabi,Yaba,Surulere,RDR-005,2026-07-04,,,11425.94,1140.72,Delivered ,card,2.8
FD-00327,Babatunde Oluwole,Victoria Island,Yaba,RDR-016,2026-07-16,,,8581.11,1110.9,DELIVERED,cash,4.6
FD-00299,Segun Balogun,Ikeja,Victoria Island,RDR-019,2026-07-20,,,,1021.1,DELIVERED,card,4.4
FD-00234,Amaka Osei,Lekki,Ojodu,RDR-026,2026-07-12,16:13,17:16,3561.02,1039.61,failed ,card,
FD-00303,Obinna Okonkwo,Lekki,Ikeja,RDR-017,2026-07-24,17:04,,14340.47,882.72,Delivered ,cash,4.2
FD-00105,Kelechi Uchenna,Ikeja,Ojodu,RDR-026,2026-07-17,11:44,,3390.71,207.85,PENDING,card,3.0
FD-00003,Babatunde Oluwole,Ikeja,Yaba,RDR-007,2026-07-12,16:05,17:24,3612.73,251.32,Delivered,card,5.0
FD-00432,Patience Eze,Yaba,Ikeja,RDR-028,2026-07-03,10:42,11:41,10553.13,987.76,FAILED,cash,2.8
FD-00447,Aisha Mustapha,Ojodu,Surulere,RDR-026,2026-07-08,,,4671.95,963.71,DELIVERED,card,3.0
FD-00150,Babatunde Oluwole,Ojodu,Surulere,RDR-001,2026-07-26,,,9437.05,1142.13,DELIVERED,transfer,4.8
FD-00246,Amaka Osei,Ojodu,Lekki,RDR-030,2026-07-18,,,"₦9,529.68",251.9,DELIVERED,transfer,4.4
FD-00088,Damilola Adeyinka,Lekki,Victoria Island,RDR-010,2026-07-10,10:37,,12108.78,777.34,Delivered,cash,4.0
FD-00350,Funmilayo Adeyemi,Surulere,Lekki,RDR-024,2026-07-26,,,10946.6,290.36,Delivered,,3.1
FD-00180,Patience Eze,Ojodu,Victoria Island,RDR-006,2026-07-02,10:20,,3302.91,719.66,Pending,cash,5.0
FD-00417,Amaka Osei,Ikeja,Victoria Island,RDR-023,2026-07-09,08:08,08:42,9908.15,661.35,pending,cash,
FD-00043,Aisha Mustapha,Surulere,Yaba,RDR-003,2026-07-27,08:57,,10047.46,501.52,failed,cash,3.9
FD-00140,Zainab Abdullahi,Lekki,Ikeja,RDR-014,2026-07-06,,,13013.15,758.86,delivered,,4.5
FD-00375,Daniel Okafor,Victoria Island,Lekki,RDR-029,2026-07-01,,,5914.87,769.52,failed,cash,4.0
FD-00419,Chidi Okeke,Ojodu,Lekki,RDR-030,2026-07-08,09:15,10:45,"₦13,029.07",246.03,DELIVERED,card,4.9
FD-00398,Biodun Okafor,Yaba,Ojodu,RDR-023,2026-07-15,11:12,12:33,"₦9,166.00",695.78,Delivered,card,4.1
FD-00306,Zainab Abdullahi,Ikeja,Surulere,RDR-007,2026-07-01,11:16,,3224.16,1037.03,Delivered,transfer,4.4
FD-00448,Aisha Mustapha,Ojodu,Ikeja,RDR-009,2026-07-07,08:58,09:43,10784.95,865.75,Delivered,card,3.5
FD-00335,Aisha Mustapha,Lekki,Ikeja,RDR-002,2026-07-18,11:58,,10357.75,281.02,delivered,transfer,4.2
FD-00444,Blessing Nwofor,Ikeja,Lekki,RDR-024,2026-07-02,17:00,,11093.27,1137.56,DELIVERED,card,2.5
FD-00388,Ifeanyi Nwachukwu,Lekki,Surulere,RDR-015,2026-07-03,14:32,15:22,12572.04,421.87,delivered,transfer,3.4
FD-00015,Emeka Chukwu,Ikeja,Ojodu,RDR-008,2026-07-15,09:21,,"₦10,103.59",880.63,delivered,card,2.8
FD-00038,Amaka Osei,Victoria Island,Surulere,RDR-013,2026-07-11,15:41,16:33,9554.93,330.72,Failed,transfer,3.6
FD-00422,Segun Balogun,Ikeja,Ojodu,RDR-001,2026-07-22,10:29,11:18,5041.89,385.77,Pending,card,2.8
FD-00349,Funmilayo Adeyemi,Victoria Island,Surulere,RDR-027,2026-07-06,11:56,13:26,9951.14,968.26,Delivered,,
FD-00313,Damilola Adeyinka,Victoria Island,Surulere,RDR-007,2026-07-21,09:45,10:05,6421.85,876.65,delivered,card,3.7
